time, device, OryConc, CPUTemp, SensorTemp, 
08:33:21, position 2, 610, , , 
08:33:21, position 3, 610, , , 
08:44:38, position 2, 70, , , 
08:44:38, position 3, 70, , , 
08:44:43, position 2, 130, , , 
08:44:44, position 3, 130, , , 
08:44:49, position 2, 190, , , 
08:44:49, position 3, 190, , , 
08:44:54, position 2, 250, , , 
08:44:54, position 3, 250, , , 
08:44:59, position 2, 310, , , 
08:44:59, position 3, 310, , , 
08:45:04, position 2, 370, , , 
08:45:05, position 3, 370, , , 
08:45:09, position 2, 430, , , 
08:45:10, position 3, 430, , , 
08:45:14, position 2, 490, , , 
08:45:15, position 3, 490, , , 
08:51:30, position 2, 70, , , 
08:51:30, position 3, 70, , , 
08:52:24, position 2, 70, , , 
08:52:24, position 3, 70, , , 
08:54:47, position 2, 70, , , 
08:54:47, position 3, 70, , , 
08:54:52, position 2, 130, , , 
08:54:52, position 3, 130, , , 
08:54:57, position 2, 190, , , 
08:54:57, position 3, 190, , , 
08:55:02, position 2, 250, , , 
08:55:03, position 3, 250, , , 
08:55:08, position 2, 310, , , 
08:55:08, position 3, 310, , , 
08:55:13, position 2, 370, , , 
08:55:13, position 3, 370, , , 
08:55:37, position 2, 70, , , 
08:55:37, position 3, 70, , , 
08:55:42, position 2, 130, , , 
08:55:42, position 3, 130, , , 
08:55:47, position 2, 190, , , 
08:55:48, position 3, 190, , , 
08:55:53, position 2, 250, , , 
08:55:53, position 3, 250, , , 
08:55:58, position 2, 310, , , 
08:55:58, position 3, 310, , , 
08:56:03, position 2, 370, , , 
08:56:03, position 3, 370, , , 
08:56:08, position 2, 430, , , 
08:56:08, position 3, 430, , , 
08:56:13, position 2, 490, , , 
08:56:13, position 3, 490, , , 
08:56:20, position 2, 70, , , 
08:56:21, position 3, 70, , , 
08:56:26, position 2, 130, , , 
08:56:26, position 3, 130, , , 
09:03:24, position 2, 70, , , 
09:03:24, position 3, 70, , , 
09:03:40, position 2, 70, , , 
09:03:40, position 3, 70, , , 
09:03:50, position 2, 70, , , 
09:03:50, position 3, 70, , , 
09:03:55, position 2, 130, , , 
09:03:55, position 3, 130, , , 
09:05:02, position 2, 70, , , 
09:05:03, position 3, 70, , , 
09:05:08, position 2, 130, , , 
09:05:08, position 3, 130, , , 
09:05:13, position 2, 190, , , 
09:05:13, position 3, 190, , , 
09:05:18, position 2, 250, , , 
09:05:18, position 3, 250, , , 
09:05:23, position 2, 310, , , 
09:05:23, position 3, 310, , , 
09:05:28, position 2, 370, , , 
09:05:28, position 3, 370, , , 
09:05:33, position 2, 430, , , 
09:05:33, position 3, 430, , , 
09:05:38, position 2, 490, , , 
09:05:39, position 3, 490, , , 
09:05:43, position 2, 550, , , 
09:05:44, position 3, 550, , , 
09:05:49, position 2, 610, , , 
09:05:49, position 3, 610, , , 
09:05:54, position 2, 670, , , 
09:05:54, position 3, 670, , , 
09:05:58, position 2, 70, , , 
09:05:59, position 3, 70, , , 
09:06:04, position 2, 130, , , 
09:06:12, position 2, 70, , , 
09:06:12, position 3, 70, , , 
09:06:17, position 2, 130, , , 
09:06:17, position 3, 130, , , 
09:11:14, position 2, 70, , , 
09:11:14, position 3, 70, , , 
09:12:55, position 2, 70, , , 
09:12:55, position 3, 70, , , 
09:13:19, position 2, 70, , , 
09:13:19, position 3, 70, , , 
09:14:19, position 2, 70, , , 
09:14:19, position 3, 70, , , 
09:15:01, position 2, 70, , , 
09:15:01, position 3, 70, , , 
10:23:32, position 2, 70, , , 
10:23:33, position 3, 70, , , 
10:23:48, position 2, 130, , , 
10:23:48, position 3, 130, , , 
10:23:53, position 2, 190, , , 
10:23:53, position 3, 190, , , 
10:23:58, position 2, 250, , , 
10:23:58, position 3, 250, , , 
10:24:03, position 2, 310, , , 
10:24:04, position 3, 310, , , 
10:24:09, position 2, 370, , , 
10:24:09, position 3, 370, , , 
10:24:14, position 2, 430, , , 
10:24:14, position 3, 430, , , 
10:24:19, position 2, 490, , , 
10:24:19, position 3, 490, , , 
10:24:24, position 2, 550, , , 
10:24:24, position 3, 550, , , 
10:29:46, position 2, 70, , , 
10:29:46, position 3, 70, , , 
10:29:51, position 2, 130, , , 
10:29:51, position 3, 130, , , 
10:29:56, position 2, 190, , , 
10:29:57, position 3, 190, , , 
10:30:02, position 2, 250, , , 
10:30:02, position 3, 250, , , 
10:30:21, position 2, 70, , , 
10:30:21, position 3, 70, , , 
10:30:26, position 2, 130, , , 
10:30:26, position 3, 130, , , 
10:30:31, position 2, 190, , , 
10:30:32, position 3, 190, , , 
10:31:01, position 2, 70, , , 
10:31:01, position 3, 70, , , 
10:31:06, position 2, 130, , , 
10:31:06, position 3, 130, , , 
10:31:11, position 2, 190, , , 
10:31:11, position 3, 190, , , 
10:31:16, position 2, 250, , , 
10:31:16, position 3, 250, , , 
10:31:21, position 2, 310, , , 
10:31:21, position 3, 310, , , 
10:31:26, position 2, 370, , , 
10:31:26, position 3, 370, , , 
10:31:31, position 2, 430, , , 
10:31:32, position 3, 430, , , 
10:31:50, position 2, 70, , , 
10:31:50, position 3, 70, , , 
10:31:55, position 2, 130, , , 
10:31:56, position 3, 130, , , 
10:32:01, position 2, 190, , , 
10:32:01, position 3, 190, , , 
10:32:06, position 2, 250, , , 
10:32:06, position 3, 250, , , 
10:32:11, position 2, 310, , , 
10:32:11, position 3, 310, , , 
10:32:16, position 2, 370, , , 
10:32:16, position 3, 370, , , 
10:32:21, position 2, 430, , , 
10:32:21, position 3, 430, , , 
10:32:26, position 2, 490, , , 
10:32:27, position 3, 490, , , 
10:32:31, position 2, 550, , , 
10:32:32, position 3, 550, , , 
10:32:36, position 2, 610, , , 
10:32:37, position 3, 610, , , 
10:32:41, position 2, 670, , , 
10:32:42, position 3, 670, , , 
10:32:47, position 2, 730, , , 
10:32:47, position 3, 730, , , 
10:32:52, position 2, 790, , , 
10:32:52, position 3, 790, , , 
10:32:57, position 2, 850, , , 
10:32:57, position 3, 850, , , 
10:33:02, position 2, 910, , , 
10:33:02, position 3, 910, , , 
10:33:07, position 2, 70, , , 
10:33:07, position 3, 70, , , 
10:33:12, position 2, 130, , , 
10:33:12, position 3, 130, , , 
11:08:20, position 2, 190, , , 
11:08:20, position 3, 190, , , 
11:08:25, position 2, 250, , , 
11:08:25, position 3, 250, , , 
11:08:30, position 2, 310, , , 
11:08:30, position 3, 310, , , 
11:08:35, position 2, 370, , , 
11:08:35, position 3, 370, , , 
11:08:40, position 2, 430, , , 
11:08:40, position 3, 430, , , 
11:08:45, position 2, 490, , , 
11:08:46, position 3, 490, , , 
11:08:50, position 2, 550, , , 
11:08:51, position 3, 550, , , 
11:08:55, position 2, 610, , , 
11:08:56, position 3, 610, , , 
11:09:01, position 2, 670, , , 
11:09:01, position 3, 670, , , 
11:09:06, position 2, 730, , , 
11:09:06, position 3, 730, , , 
11:09:11, position 2, 790, , , 
11:34:57, position 3, 790, , , 
11:34:57, position 2, 850, , , 
11:35:02, position 3, 850, , , 
11:35:02, position 2, 910, , , 
11:35:07, position 3, 910, , , 
11:35:08, position 2, 70, , , 
11:35:13, position 3, 70, , , 
11:35:13, position 2, 130, , , 
11:35:18, position 3, 130, , , 
11:35:18, position 2, 190, , , 
11:35:23, position 3, 190, , , 
11:35:23, position 2, 250, , , 
11:35:28, position 3, 250, , , 
11:35:28, position 2, 310, , , 
11:35:33, position 3, 310, , , 
11:35:33, position 2, 370, , , 
11:35:38, position 3, 370, , , 
11:35:38, position 2, 430, , , 
11:35:43, position 3, 430, , , 
11:35:43, position 2, 490, , , 
11:35:48, position 3, 490, , , 
11:35:48, position 2, 550, , , 
11:35:53, position 3, 550, , , 
11:35:53, position 2, 610, , , 
11:35:58, position 3, 610, , , 
11:35:59, position 2, 670, , , 
11:36:03, position 3, 670, , , 
11:36:04, position 2, 730, , , 
11:36:08, position 3, 730, , , 
11:36:09, position 2, 790, , , 
11:36:14, position 3, 790, , , 
11:36:14, position 2, 850, , , 
11:36:19, position 3, 850, , , 
11:36:19, position 2, 910, , , 
11:36:24, position 3, 910, , , 
11:36:24, position 2, 70, , , 
11:36:29, position 3, 70, , , 
11:36:29, position 2, 130, , , 
11:36:34, position 3, 130, , , 
11:36:34, position 2, 190, , , 
11:36:39, position 3, 190, , , 
11:36:39, position 2, 250, , , 
11:36:44, position 3, 250, , , 
11:36:44, position 2, 310, , , 
11:36:49, position 3, 310, , , 
11:36:49, position 2, 370, , , 
11:36:54, position 3, 370, , , 
11:36:55, position 2, 430, , , 
11:36:59, position 3, 430, , , 
11:37:00, position 2, 490, , , 
11:37:04, position 3, 490, , , 
11:37:05, position 2, 550, , , 
11:37:09, position 3, 550, , , 
11:37:10, position 2, 610, , , 
11:37:15, position 3, 610, , , 
11:37:15, position 2, 670, , , 
11:37:20, position 3, 670, , , 
11:37:20, position 2, 730, , , 
11:37:25, position 3, 730, , , 
11:37:25, position 2, 790, , , 
11:37:30, position 3, 790, , , 
11:37:30, position 2, 850, , , 
11:37:35, position 3, 850, , , 
11:37:35, position 2, 910, , , 
11:37:40, position 3, 910, , , 
11:37:40, position 2, 70, , , 
11:37:45, position 3, 70, , , 
11:37:45, position 2, 130, , , 
11:37:50, position 3, 130, , , 
11:37:50, position 2, 190, , , 
11:37:55, position 3, 190, , , 
11:37:55, position 2, 250, , , 
11:38:00, position 3, 250, , , 
11:38:01, position 2, 310, , , 
11:38:05, position 3, 310, , , 
11:38:06, position 2, 370, , , 
11:38:10, position 3, 370, , , 
11:38:11, position 2, 430, , , 
11:38:15, position 3, 430, , , 
11:38:16, position 2, 490, , , 
11:38:21, position 3, 490, , , 
11:38:21, position 2, 550, , , 
11:38:26, position 3, 550, , , 
11:38:26, position 2, 610, , , 
11:38:31, position 3, 610, , , 
11:38:31, position 2, 670, , , 
11:38:36, position 3, 670, , , 
11:38:36, position 2, 730, , , 
11:38:41, position 3, 730, , , 
11:38:41, position 2, 790, , , 
11:38:46, position 3, 790, , , 
11:38:46, position 2, 850, , , 
11:38:51, position 3, 850, , , 
11:38:51, position 2, 910, , , 
11:38:56, position 3, 910, , , 
11:38:56, position 2, 70, , , 
11:39:01, position 3, 70, , , 
11:39:02, position 2, 130, , , 
11:39:06, position 3, 130, , , 
11:39:07, position 2, 190, , , 
11:39:11, position 3, 190, , , 
11:39:12, position 2, 250, , , 
11:39:16, position 3, 250, , , 
11:39:17, position 2, 310, , , 
11:39:21, position 3, 310, , , 
11:39:22, position 2, 370, , , 
11:39:27, position 3, 370, , , 
11:39:27, position 2, 430, , , 
11:39:32, position 3, 430, , , 
11:39:32, position 2, 490, , , 
11:39:37, position 3, 490, , , 
11:39:37, position 2, 550, , , 
11:39:42, position 3, 550, , , 
11:39:42, position 2, 610, , , 
11:39:47, position 3, 610, , , 
11:39:47, position 2, 670, , , 
11:39:52, position 3, 670, , , 
11:39:52, position 2, 730, , , 
11:39:57, position 3, 730, , , 
11:39:57, position 2, 790, , , 
11:40:02, position 3, 790, , , 
11:40:02, position 2, 850, , , 
11:40:07, position 3, 850, , , 
11:40:08, position 2, 910, , , 
11:40:12, position 3, 910, , , 
11:40:13, position 2, 70, , , 
11:40:17, position 3, 70, , , 
11:40:18, position 2, 130, , , 
11:40:22, position 3, 130, , , 
11:40:23, position 2, 190, , , 
11:40:28, position 3, 190, , , 
11:40:28, position 2, 250, , , 
11:40:33, position 3, 250, , , 
11:40:33, position 2, 310, , , 
11:40:38, position 3, 310, , , 
11:40:38, position 2, 370, , , 
11:40:43, position 3, 370, , , 
11:40:43, position 2, 430, , , 
11:40:48, position 3, 430, , , 
11:40:48, position 2, 490, , , 
11:40:53, position 3, 490, , , 
11:40:53, position 2, 550, , , 
11:40:58, position 3, 550, , , 
11:40:58, position 2, 610, , , 
11:41:03, position 3, 610, , , 
11:41:03, position 2, 670, , , 
11:41:08, position 3, 670, , , 
11:41:09, position 2, 730, , , 
11:41:13, position 3, 730, , , 
11:41:14, position 2, 790, , , 
11:41:18, position 3, 790, , , 
11:41:19, position 2, 850, , , 
11:41:23, position 3, 850, , , 
11:41:24, position 2, 910, , , 
11:41:28, position 3, 910, , , 
11:41:29, position 2, 70, , , 
11:41:34, position 3, 70, , , 
11:41:34, position 2, 130, , , 
11:41:39, position 3, 130, , , 
11:41:39, position 2, 190, , , 
11:41:44, position 3, 190, , , 
11:41:44, position 2, 250, , , 
11:41:49, position 3, 250, , , 
11:41:49, position 2, 310, , , 
11:41:54, position 3, 310, , , 
11:41:54, position 2, 370, , , 
11:41:59, position 3, 370, , , 
11:41:59, position 2, 430, , , 
11:42:04, position 3, 430, , , 
11:42:04, position 2, 490, , , 
11:42:09, position 3, 490, , , 
11:42:10, position 2, 550, , , 
11:42:14, position 3, 550, , , 
11:42:15, position 2, 610, , , 
11:42:19, position 3, 610, , , 
11:42:20, position 2, 670, , , 
11:42:24, position 3, 670, , , 
11:42:25, position 2, 730, , , 
11:42:29, position 3, 730, , , 
11:42:30, position 2, 790, , , 
11:42:35, position 3, 790, , , 
11:42:35, position 2, 850, , , 
11:42:40, position 3, 850, , , 
11:42:40, position 2, 910, , , 
11:42:45, position 3, 910, , , 
11:42:45, position 2, 70, , , 
11:42:50, position 3, 70, , , 
11:42:50, position 2, 130, , , 
11:42:55, position 3, 130, , , 
11:42:55, position 2, 190, , , 
11:43:00, position 3, 190, , , 
11:43:00, position 2, 250, , , 
11:43:05, position 3, 250, , , 
11:43:05, position 2, 310, , , 
11:43:10, position 3, 310, , , 
11:43:11, position 2, 370, , , 
11:43:15, position 3, 370, , , 
11:43:16, position 2, 430, , , 
11:43:20, position 3, 430, , , 
11:43:21, position 2, 490, , , 
11:43:25, position 3, 490, , , 
11:43:26, position 2, 550, , , 
11:43:30, position 3, 550, , , 
11:43:31, position 2, 610, , , 
11:43:36, position 3, 610, , , 
11:43:36, position 2, 670, , , 
11:43:41, position 3, 670, , , 
11:43:41, position 2, 730, , , 
11:43:46, position 3, 730, , , 
11:43:46, position 2, 790, , , 
11:43:51, position 3, 790, , , 
11:43:51, position 2, 850, , , 
11:43:56, position 3, 850, , , 
11:43:56, position 2, 910, , , 
11:44:01, position 3, 910, , , 
11:44:01, position 2, 70, , , 
11:44:06, position 3, 70, , , 
11:44:06, position 2, 130, , , 
11:44:11, position 3, 130, , , 
11:44:12, position 2, 190, , , 
11:44:16, position 3, 190, , , 
11:44:17, position 2, 250, , , 
11:44:21, position 3, 250, , , 
11:44:22, position 2, 310, , , 
11:44:26, position 3, 310, , , 
11:44:27, position 2, 370, , , 
11:44:31, position 3, 370, , , 
11:44:32, position 2, 430, , , 
11:44:36, position 3, 430, , , 
11:44:37, position 2, 490, , , 
11:44:42, position 3, 490, , , 
11:44:42, position 2, 550, , , 
11:44:47, position 3, 550, , , 
11:44:47, position 2, 610, , , 
11:44:52, position 3, 610, , , 
11:44:52, position 2, 670, , , 
11:44:57, position 3, 670, , , 
11:44:57, position 2, 730, , , 
11:45:02, position 3, 730, , , 
11:45:02, position 2, 790, , , 
11:45:07, position 3, 790, , , 
11:45:07, position 2, 850, , , 
11:45:12, position 3, 850, , , 
11:45:13, position 2, 910, , , 
11:45:17, position 3, 910, , , 
11:45:18, position 2, 70, , , 
11:45:22, position 3, 70, , , 
11:45:23, position 2, 130, , , 
11:45:27, position 3, 130, , , 
11:45:28, position 2, 190, , , 
11:45:32, position 3, 190, , , 
11:45:33, position 2, 250, , , 
11:45:37, position 3, 250, , , 
11:45:38, position 2, 310, , , 
11:45:43, position 3, 310, , , 
11:45:43, position 2, 370, , , 
11:45:48, position 3, 370, , , 
11:45:48, position 2, 430, , , 
11:45:53, position 3, 430, , , 
11:45:53, position 2, 490, , , 
11:45:58, position 3, 490, , , 
11:45:58, position 2, 550, , , 
11:46:03, position 3, 550, , , 
11:46:03, position 2, 610, , , 
11:46:08, position 3, 610, , , 
11:46:08, position 2, 670, , , 
11:46:13, position 3, 670, , , 
11:46:14, position 2, 730, , , 
11:46:18, position 3, 730, , , 
11:46:19, position 2, 790, , , 
11:46:23, position 3, 790, , , 
11:46:24, position 2, 850, , , 
11:46:28, position 3, 850, , , 
11:46:29, position 2, 910, , , 
11:46:33, position 3, 910, , , 
11:46:34, position 2, 70, , , 
11:46:38, position 3, 70, , , 
11:46:39, position 2, 130, , , 
11:46:44, position 3, 130, , , 
11:46:44, position 2, 190, , , 
11:46:49, position 3, 190, , , 
11:46:49, position 2, 250, , , 
11:46:54, position 3, 250, , , 
11:46:54, position 2, 310, , , 
11:46:59, position 3, 310, , , 
11:46:59, position 2, 370, , , 
11:47:04, position 3, 370, , , 
11:47:04, position 2, 430, , , 
11:47:09, position 3, 430, , , 
11:47:09, position 2, 490, , , 
11:47:14, position 3, 490, , , 
11:47:15, position 2, 550, , , 
11:47:19, position 3, 550, , , 
11:47:20, position 2, 610, , , 
11:47:24, position 3, 610, , , 
11:47:25, position 2, 670, , , 
11:47:29, position 3, 670, , , 
11:47:30, position 2, 730, , , 
11:47:34, position 3, 730, , , 
11:47:35, position 2, 790, , , 
11:47:39, position 3, 790, , , 
11:47:40, position 2, 850, , , 
11:47:45, position 3, 850, , , 
11:47:45, position 2, 910, , , 
11:47:50, position 3, 910, , , 
11:47:50, position 2, 70, , , 
11:47:55, position 3, 70, , , 
11:47:55, position 2, 130, , , 
11:48:00, position 3, 130, , , 
11:48:00, position 2, 190, , , 
11:48:05, position 3, 190, , , 
11:48:05, position 2, 250, , , 
11:48:10, position 3, 250, , , 
11:48:10, position 2, 310, , , 
11:48:15, position 3, 310, , , 
11:48:16, position 2, 370, , , 
11:48:20, position 3, 370, , , 
11:48:21, position 2, 430, , , 
11:48:25, position 3, 430, , , 
11:48:26, position 2, 490, , , 
11:48:30, position 3, 490, , , 
11:48:31, position 2, 550, , , 
11:48:35, position 3, 550, , , 
11:48:36, position 2, 610, , , 
11:48:41, position 3, 610, , , 
11:48:41, position 2, 670, , , 
11:48:46, position 3, 670, , , 
11:48:46, position 2, 730, , , 
11:48:51, position 3, 730, , , 
11:48:51, position 2, 790, , , 
11:48:56, position 3, 790, , , 
11:48:56, position 2, 850, , , 
11:49:01, position 3, 850, , , 
11:49:01, position 2, 910, , , 
11:49:06, position 3, 910, , , 
11:49:06, position 2, 70, , , 
11:49:11, position 3, 70, , , 
11:49:11, position 2, 130, , , 
11:49:16, position 3, 130, , , 
11:49:17, position 2, 190, , , 
11:49:21, position 3, 190, , , 
11:49:22, position 2, 250, , , 
11:49:26, position 3, 250, , , 
11:49:27, position 2, 310, , , 
11:49:31, position 3, 310, , , 
11:49:32, position 2, 370, , , 
11:49:36, position 3, 370, , , 
11:49:37, position 2, 430, , , 
11:49:42, position 3, 430, , , 
11:49:42, position 2, 490, , , 
11:49:47, position 3, 490, , , 
11:49:47, position 2, 550, , , 
11:49:52, position 3, 550, , , 
11:49:52, position 2, 610, , , 
11:49:57, position 3, 610, , , 
11:49:57, position 2, 670, , , 
11:50:02, position 3, 670, , , 
11:50:02, position 2, 730, , , 
11:50:07, position 3, 730, , , 
11:50:07, position 2, 790, , , 
11:50:12, position 3, 790, , , 
11:50:13, position 2, 850, , , 
11:50:17, position 3, 850, , , 
11:50:18, position 2, 910, , , 
11:50:22, position 3, 910, , , 
11:50:23, position 2, 70, , , 
11:50:27, position 3, 70, , , 
11:50:28, position 2, 130, , , 
11:50:32, position 3, 130, , , 
11:50:33, position 2, 190, , , 
11:50:37, position 3, 190, , , 
11:50:38, position 2, 250, , , 
11:50:43, position 3, 250, , , 
11:50:43, position 2, 310, , , 
11:50:48, position 3, 310, , , 
11:50:48, position 2, 370, , , 
11:50:53, position 3, 370, , , 
11:50:53, position 2, 430, , , 
11:50:58, position 3, 430, , , 
11:50:58, position 2, 490, , , 
11:51:03, position 3, 490, , , 
11:51:03, position 2, 550, , , 
11:51:08, position 3, 550, , , 
11:51:08, position 2, 610, , , 
11:51:13, position 3, 610, , , 
11:51:14, position 2, 670, , , 
11:51:18, position 3, 670, , , 
11:51:19, position 2, 730, , , 
11:51:23, position 3, 730, , , 
11:51:24, position 2, 790, , , 
11:51:28, position 3, 790, , , 
11:51:29, position 2, 850, , , 
11:51:33, position 3, 850, , , 
11:51:34, position 2, 910, , , 
11:51:38, position 3, 910, , , 
11:51:39, position 2, 70, , , 
11:51:44, position 3, 70, , , 
11:51:44, position 2, 130, , , 
11:51:49, position 3, 130, , , 
11:51:49, position 2, 190, , , 
11:51:54, position 3, 190, , , 
11:51:54, position 2, 250, , , 
11:51:59, position 3, 250, , , 
11:51:59, position 2, 310, , , 
11:52:04, position 3, 310, , , 
11:52:04, position 2, 370, , , 
11:52:09, position 3, 370, , , 
11:52:09, position 2, 430, , , 
11:52:14, position 3, 430, , , 
11:52:15, position 2, 490, , , 
11:52:19, position 3, 490, , , 
11:52:20, position 2, 550, , , 
11:52:24, position 3, 550, , , 
11:52:25, position 2, 610, , , 
11:52:29, position 3, 610, , , 
11:52:30, position 2, 670, , , 
11:52:34, position 3, 670, , , 
11:52:35, position 2, 730, , , 
11:52:40, position 3, 730, , , 
11:52:40, position 2, 790, , , 
11:52:45, position 3, 790, , , 
11:52:45, position 2, 850, , , 
11:52:50, position 3, 850, , , 
11:52:50, position 2, 910, , , 
11:52:55, position 3, 910, , , 
11:52:55, position 2, 70, , , 
11:53:00, position 3, 70, , , 
11:53:00, position 2, 130, , , 
11:53:05, position 3, 130, , , 
11:53:05, position 2, 190, , , 
11:53:10, position 3, 190, , , 
11:53:11, position 2, 250, , , 
11:53:15, position 3, 250, , , 
11:53:16, position 2, 310, , , 
11:53:20, position 3, 310, , , 
11:53:21, position 2, 370, , , 
11:53:25, position 3, 370, , , 
11:53:26, position 2, 430, , , 
11:53:30, position 3, 430, , , 
11:53:31, position 2, 490, , , 
11:53:35, position 3, 490, , , 
11:53:36, position 2, 550, , , 
11:53:41, position 3, 550, , , 
11:53:41, position 2, 610, , , 
11:53:46, position 3, 610, , , 
11:53:46, position 2, 670, , , 
11:53:51, position 3, 670, , , 
11:53:51, position 2, 730, , , 
11:53:56, position 3, 730, , , 
11:53:56, position 2, 790, , , 
11:54:01, position 3, 790, , , 
11:54:01, position 2, 850, , , 
11:54:06, position 3, 850, , , 
11:54:07, position 2, 910, , , 
11:54:11, position 3, 910, , , 
11:54:12, position 2, 70, , , 
11:54:16, position 3, 70, , , 
11:54:17, position 2, 130, , , 
11:54:21, position 3, 130, , , 
11:54:22, position 2, 190, , , 
11:54:26, position 3, 190, , , 
11:54:27, position 2, 250, , , 
11:54:31, position 3, 250, , , 
11:54:32, position 2, 310, , , 
11:54:36, position 3, 310, , , 
11:54:37, position 2, 370, , , 
11:54:42, position 3, 370, , , 
11:54:42, position 2, 430, , , 
11:54:47, position 3, 430, , , 
11:54:47, position 2, 490, , , 
11:54:52, position 3, 490, , , 
11:54:52, position 2, 550, , , 
11:54:57, position 3, 550, , , 
11:54:57, position 2, 610, , , 
11:55:02, position 3, 610, , , 
11:55:02, position 2, 670, , , 
11:55:07, position 3, 670, , , 
11:55:08, position 2, 730, , , 
11:55:12, position 3, 730, , , 
11:55:13, position 2, 790, , , 
11:55:17, position 3, 790, , , 
11:55:18, position 2, 850, , , 
11:55:22, position 3, 850, , , 
11:55:23, position 2, 910, , , 
11:55:27, position 3, 910, , , 
11:55:28, position 2, 70, , , 
11:55:32, position 3, 70, , , 
11:55:33, position 2, 130, , , 
11:55:38, position 3, 130, , , 
11:55:38, position 2, 190, , , 
11:55:43, position 3, 190, , , 
11:55:43, position 2, 250, , , 
11:55:48, position 3, 250, , , 
11:55:48, position 2, 310, , , 
11:55:53, position 3, 310, , , 
11:55:53, position 2, 370, , , 
11:55:58, position 3, 370, , , 
11:55:58, position 2, 430, , , 
11:56:03, position 3, 430, , , 
11:56:03, position 2, 490, , , 
11:56:08, position 3, 490, , , 
11:56:09, position 2, 550, , , 
11:56:13, position 3, 550, , , 
11:56:14, position 2, 610, , , 
11:56:18, position 3, 610, , , 
11:56:19, position 2, 670, , , 
11:56:23, position 3, 670, , , 
11:56:24, position 2, 730, , , 
